"DATA_TYPE_SEQ","DATA_CENTER_CODE","DATA_RETRIEVAL_SEQ","ANALYSIS_SEQ","PRESERVATION_SEQ","SAMPLE_HANDLING_SEQ","STORAGE_SEQ","UNIT_SEQ","DESCRIPTION","CONVERSION_EQUATION","ORIGINALLY_ENTERED_BY","METHOD","PRIORITY","P_CODE","BODC_CODE"
90000130,90,90000113,90000004,90000001,90000001,90000001,90000037,"Conductivity from the CTD in Siemens per meter","","MARY","conductivity_CTD",1,"",""
90000111,90,90000093,90000001,90000001,90000001,90000001,90000028,"Diameter","","MARY","diameter",1,"",""
90000109,90,90000091,90000001,90000001,90000001,90000001,90000028,"Metasomal length","","MARY","metasomal length",1,"",""
90000110,90,90000092,90000001,90000001,90000001,90000001,90000028,"Metasomal width","","MARY","metasomal width",1,"",""
90001118,20,90000478,90000128,90000049,90000007,90000006,90000076,"Partial pressure of CO2 for pH","","BUGDENJ","pCO2",1,"",""
90000014,90,90000008,90000002,90000002,90000002,90000002,90000000,"pH / Negative Log base 10 of Hydrogen atoms","","BCMESD","pH",1,"PHPH",""
90000331,30,90000008,90000068,90000001,90000001,90000001,90000000,"pH measured by sensor on CTD; calibrated with lab measures/NBS scale"," ","DEVINEL","pH_CTD_cal-NBS",2,"PHPH"," "
90001115,30,90000008,90000068,90000001,90000001,90000001,90000000,"pH measured by sensor on CTD; calibrated with lab measures/Total pH scale","","DEVINEL","pH_CTD_cal-total",2,"PHPH",""
90000332,30,90000008,90000069,90000001,90000001,90000001,90000000,"pH measured by sensor on CTD; not calibrated with lab measures"," ","DEVINEL","pH_CTD_nocal",3,"PHPH"," "
90000329,30,90000008,90000050,90000001,90000011,90000001,90000000,"in situ pH calculated from lab pH, lab ref T, and in situ T,S"," ","DEVINEL","pH_insitu_01",1,"PHPH"," "
90001114,30,90000008,90000127,90000003,90000011,90000001,90000000,"pH in situ calculated from lab pH, lab ref T, and in situ T,S following  following Lewis&Wallace 1998/NBS scale","","DEVINEL","pH_insitu_NBS_AC83",1,"PHPH",""
90001111,30,90000008,90000125,90000003,90000011,90000001,90000000,"pH in seawater,indicator dye m-cresol purple, calculated from invitro measure following Lewis&Wallace 1998 /Total pH scale (PICES2007)","","DEVINEL","pH_insitu_total_f",1,"PHPH",""
90001112,30,90000008,90000125,90000049,90000011,90000014,90000000,"pH in seawater on preserved sample,indicator dye m-cresol purple, calculated from invitro measure following Lewis&Wallace 1998/Total pH scale (PICES2007)","","DEVINEL","pH_insitu_total_p",1,"PHPH",""
90000330,30,90000008,90000050,90000001,90000011,90000001,90000000,"pH, lab measurement"," ","DEVINEL","pH_invitro_01",2,"PHPH"," "
90001113,30,90000008,90000126,90000003,90000011,90000001,90000000,"pH, lab measurement/NBS scale","","DEVINEL","pH_invitro_NBS_AC83",1,"PHPH",""
90000333,30,90000198,90000001,90000001,90000001,90000001,90000005,"reference lab temperature for pH calculation","","DEVINEL","pH_invitro_temp",1,"TEMP"," "
90001109,30,90000008,90000124,90000003,90000011,90000001,90000000,"pH in seawater,indicator dye m-cresol purple, invitro measure/Total pH scale (PICES2007)","","DEVINEL","pH_invitro_total_f",1,"PHPH",""
90001110,30,90000008,90000124,90000049,90000011,90000014,90000000,"pH in seawater on preserved sample,indicator dye m-cresol purple,  invitro measure/Total pH scale (PICES2007)","","DEVINEL","pH_invitro_total_p",1,"PHPH",""
90000015,90,90000009,90000002,90000002,90000002,90000002,90000000,"pKa / Negative log base 10 of the acid dissociation constant determined by a titration curve","","BCMESD","pKa",1,"PKA$",""
90000131,90,90000116,90000001,90000001,90000001,90000001,90000000,"reassign this record, I made an error","","MARY","reassign",1,"",""
90000134,90,90000116,90000001,90000001,90000001,90000001,90000000,"position of bottle on CTD rosette","","MARY","rosette position #",1,"",""
90000601,20,90000022,90000092,90000054,90000026,90000019,90000008,"spmC10P2S2A4","","BCPIERRE","spm",1,"",""
90000602,20,90000022,90000092,90000054,90000017,90000019,90000008,"spmC1P2S2A4","","BCPIERRE","spm1",1,"",""
90000603,20,90000022,90000092,90000054,90000019,90000019,90000008,"spmC3P2S2A4","","BCPIERRE","spm2",1,"",""
90000604,20,90000022,90000092,90000054,90000022,90000019,90000008,"spmC6P2S2A4","","BCPIERRE","spm3",1,"",""
90000605,20,90000022,90000092,90000054,90000023,90000019,90000008,"spmC7P2S2A4","","BCPIERRE","spm4",1,"",""
90000606,20,90000022,90000092,90000054,90000024,90000019,90000008,"spmC8P2S2A4","","BCPIERRE","spm5",1,"",""
90000108,90,90000091,90000001,90000001,90000001,90000001,90000028,"Length / Total","","MARY","total length",2,"",""
